Births by year and month per place of event city,,,
,,,
BOOK_YEAR,MTH,CITY,COUNT(*)
1938,Jan,PERTH,9
1938,Jan,PETERBOROUGH,58
1938,Jan,PETROLIA,10
1938,Jan,PICTON,10
1938,Jan,PORT ARTHUR,35
1938,Jan,PORT HOPE,9
1938,Jan,RAINY RIVER,8
1938,Jan,RENFREW,10
1938,Jan,SARNIA,35
1938,Jan,SAULT STE MARIE,55
1938,Jan,SCARBOROUGH,7
1938,Jan,SCHUMACHER,7
1938,Jan,SEAFORTH,6
1938,Jan,SIMCOE,25
1938,Jan,SIOUX LOOKOUT,7
1938,Jan,SMITHS FALLS,11
1938,Jan,SOUTH PORCUPINE,16
1938,Jan,ST CATHARINES,53
1938,Jan,ST THOMAS,22
1938,Jan,STOUFFVILLE,8
1938,Jan,STRATFORD,36
1938,Jan,STRATHROY,6
1938,Jan,STURGEON FALLS,14
1938,Jan,SUDBURY,97
1938,Jan,THESSALON,6
1938,Jan,THOROLD,8
1938,Jan,TILLSONBURG,18
1938,Jan,TIMMINS,61
1938,Jan,TORONTO,847
1938,Jan,TRENTON,7
1938,Jan,VERNER,13
1938,Jan,WALLACEBURG,6
1938,Jan,WATERLOO,11
1938,Jan,WELLAND,29
1938,Jan,WELLESLEY,6
1938,Jan,WESTON,9
1938,Jan,WHITNEY,7
1938,Jan,WINDSOR,206
1938,Jan,WINGHAM,8
1938,Jan,WOODSTOCK,22
1938,Jan,WOOLWICH,6
1938,Jan,YORK,30
1938,Jul,ALFRED,8
1938,Jul,ALLISTON,8
1938,Jul,ALMONTE,10
1938,Jul,ARTHUR,6
1938,Jul,AYLMER,6
1938,Jul,BANCROFT,8
1938,Jul,BARRIE,25
1938,Jul,BELLEVILLE,37
1938,Jul,BLIND RIVER,9
1938,Jul,BOWMANVILLE,11
1938,Jul,BRACEBRIDGE,8
1938,Jul,BRAMPTON,18
1938,Jul,BRANTFORD,44
1938,Jul,BROCKVILLE,29
1938,Jul,BURFORD,8
1938,Jul,CALEDONIA,6
1938,Jul,CAMPBELLFORD,8
1938,Jul,CHARLOTTENBURGH,6
1938,Jul,CHATHAM,68
1938,Jul,CLINTON,13
1938,Jul,COBALT,6
1938,Jul,COBOURG,13
1938,Jul,COCHRANE,19
1938,Jul,COLLINGWOOD,26
1938,Jul,CORNWALL,73
1938,Jul,CROWLAND,8
1938,Jul,DRYDEN,20
1938,Jul,DUNNVILLE,18
1938,Jul,EAST HAWKESBURY,6
1938,Jul,EAST SANDWICH,6
1938,Jul,EAST YORK,85
1938,Jul,EASTVIEW,18
1938,Jul,ENGLEHART,8
1938,Jul,ERIN,7
1938,Jul,FERGUS,7
1938,Jul,FORT ERIE,9
1938,Jul,FORT FRANCES,14
1938,Jul,FORT WILLIAM,45
1938,Jul,GALT,25
1938,Jul,GANANOQUE,9
1938,Jul,GRIMSBY,8
1938,Jul,GUELPH,57
1938,Jul,HAILEYBURY,8
1938,Jul,HAMILTON,295
1938,Jul,HANOVER,7
1938,Jul,HAWKESBURY,15
1938,Jul,HAY,8
1938,Jul,HEARST,7
1938,Jul,HUNTSVILLE,6
1938,Jul,INGERSOLL,14
1938,Jul,IROQUOIS FALLS,7
1938,Jul,KAPUSKASING,9
1938,Jul,KENORA,31
1938,Jul,KENYON,7
1938,Jul,KINCARDINE,7
1938,Jul,KINGSTON,76
1938,Jul,KIRKLAND LAKE,71
1938,Jul,KITCHENER,72
1938,Jul,LEAMINGTON,18
1938,Jul,LINDSAY,17
1938,Jul,LION'S HEAD,6
1938,Jul,LISTOWEL,6
1938,Jul,LOCHIEL,6
1938,Jul,LONDON,139
1938,Jul,MARKDALE,7
1938,Jul,MARMORA,6
1938,Jul,MATACHEWAN,9
1938,Jul,MEAFORD,7
1938,Jul,MIDLAND,19
1938,Jul,MIMICO,6
1938,Jul,MOUNT DENNIS,6
1938,Jul,N DORCHESTER,7
1938,Jul,NEW LISKEARD,10
1938,Jul,NEWMARKET,17
1938,Jul,NIAGARA FALLS,32
1938,Jul,NIPISSING,6
1938,Jul,NORTH BAY,37
1938,Jul,NORTH YORK,6
1938,Jul,NORWICH,9
1938,Jul,ORANGEVILLE,15
1938,Jul,ORILLIA,20
1938,Jul,OSHAWA,49
1938,Jul,OTTAWA,283
1938,Jul,OUT OF PROVINCE,162
1938,Jul,OWEN SOUND,29
1938,Jul,PARIS,11
1938,Jul,PARRY SOUND,25
1938,Jul,PEMBROKE,28
1938,Jul,PENETANGUISHENE,13
1938,Jul,PERTH,12
1938,Jul,PETERBOROUGH,54
1938,Jul,PETROLIA,9
1938,Jul,PICTON,13
1938,Jul,PORT ARTHUR,58
1938,Jul,PORT COLBORNE,9
1938,Jul,PORT HOPE,14
1938,Jul,RAINY RIVER,9
1938,Jul,RENFREW,14
1938,Jul,ROCHESTER,6
1938,Jul,SARNIA,39
1938,Jul,SAULT STE MARIE,56
1938,Jul,SEAFORTH,8
1938,Jul,SIMCOE,28
1938,Jul,SIOUX LOOKOUT,8
1938,Jul,SMITHS FALLS,18
1938,Jul,SOUTH PORCUPINE,16
1938,Jul,ST CATHARINES,60
1938,Jul,ST THOMAS,41
1938,Jul,STRATFORD,42
1938,Jul,STURGEON FALLS,22
1938,Jul,SUDBURY,98
1938,Jul,TECK,9
1938,Jul,THESSALON,8
1938,Jul,THOROLD,6
1938,Jul,TILLSONBURG,25
1938,Jul,TIMMINS,76
1938,Jul,TINY,12
1938,Jul,TORONTO,955
1938,Jul,TRENTON,15
1938,Jul,UXBRIDGE,6
1938,Jul,VANKLEEK HILL,6
1938,Jul,WALKERTON,9
1938,Jul,WATERLOO,11
1938,Jul,WELLAND,39
1938,Jul,WELLESLEY,9
1938,Jul,WINCHESTER,7
1938,Jul,WINDSOR,192
1938,Jul,WINGHAM,10
1938,Jul,WOODSTOCK,23
1938,Jul,YORK,48
1938,Jun,ALFRED,9
1938,Jun,ALLISTON,9
1938,Jun,ALMONTE,10
1938,Jun,ANSONVILLE,6
1938,Jun,BANCROFT,9
1938,Jun,BARRIE,18
1938,Jun,BELLEVILLE,32
1938,Jun,BLIND RIVER,11
1938,Jun,BOWMANVILLE,9
1938,Jun,BRACEBRIDGE,8
1938,Jun,BRAMPTON,20
1938,Jun,BRANTFORD,50
1938,Jun,BROCKVILLE,26
1938,Jun,BURFORD,7
1938,Jun,CAMBRIDGE,10
1938,Jun,CHAPLEAU,8
1938,Jun,CHATHAM,63
1938,Jun,CLARENCE,9
1938,Jun,COBOURG,14
1938,Jun,COCHRANE,14
1938,Jun,COLLINGWOOD,17
1938,Jun,CONISTON,6
1938,Jun,CORNWALL,68
1938,Jun,CUMBERLAND,6
1938,Jun,DRYDEN,16
1938,Jun,DUNNVILLE,9
1938,Jun,DYMOND,6
1938,Jun,EAST YORK,69
1938,Jun,EASTVIEW,11
1938,Jun,ENGLEHART,12
1938,Jun,ESPANOLA,11
1938,Jun,FERGUS,6
1938,Jun,FORT ERIE,9
1938,Jun,FORT FRANCES,21
1938,Jun,FORT WILLIAM,45
1938,Jun,GALT,27
1938,Jun,GANANOQUE,6
1938,Jun,GERALDTON,7
1938,Jun,GODERICH,12
1938,Jun,GOGAMA,7
1938,Jun,GUELPH,53
1938,Jun,HAMILTON,268
1938,Jun,HANOVER,6
1938,Jun,HAWKESBURY,28
1938,Jun,HEARST,13
1938,Jun,HUMBERSTONE,7
1938,Jun,INGERSOLL,12
1938,Jun,KAPUSKASING,11
1938,Jun,KENORA,24
1938,Jun,KINCARDINE,13
1938,Jun,KINGSTON,57
1938,Jun,KIRKLAND LAKE,43
1938,Jun,KITCHENER,64
1938,Jun,LAKEVIEW,6
1938,Jun,LEAMINGTON,18
1938,Jun,LINDSAY,20
1938,Jun,LISTOWEL,7
1938,Jun,LONDON,132
1938,Jun,MATHESON,6
1938,Jun,MEAFORD,9
1938,Jun,MIDLAND,14
1938,Jun,MIMICO,10
1938,Jun,MOUNT DENNIS,9
1938,Jun,NEW TORONTO,6
1938,Jun,NEWMARKET,16
1938,Jun,NIAGARA FALLS,26
1938,Jun,NORTH BAY,29
1938,Jun,OHSWEKEN,6
1938,Jun,ORANGEVILLE,8
1938,Jun,ORILLIA,36
1938,Jun,OSHAWA,51
1938,Jun,OTTAWA,257
1938,Jun,OUT OF PROVINCE,167
1938,Jun,OWEN SOUND,31
1938,Jun,PARIS,10
1938,Jun,PARRY SOUND,15
1938,Jun,PEMBROKE,35
1938,Jun,PENETANGUISHENE,12
1938,Jun,PERTH,16
1938,Jun,PETERBOROUGH,65
1938,Jun,PETROLIA,7
1938,Jun,PICKERING,8
1938,Jun,PICTON,10
1938,Jun,PORT ARTHUR,56
1938,Jun,PORT HOPE,10
1938,Jun,PRESTON,8
1938,Jun,RAINY RIVER,7
1938,Jun,RENFREW,18
1938,Jun,SARNIA,44
1938,Jun,SAULT STE MARIE,48
1938,Jun,SCARBOROUGH,8
1938,Jun,SEAFORTH,9
1938,Jun,SIMCOE,22
1938,Jun,SIOUX LOOKOUT,9
1938,Jun,SMITHS FALLS,17
1938,Jun,SOUTH PORCUPINE,11
1938,Jun,ST CATHARINES,62
1938,Jun,ST CHARLES,7
1938,Jun,ST THOMAS,39
1938,Jun,STRATFORD,39
1938,Jun,STRATHROY,10
1938,Jun,STURGEON FALLS,14
1938,Jun,SUDBURY,135
1938,Jun,TECUMSEH,7
1938,Jun,THESSALON,13
1938,Jun,THOROLD,6
1938,Jun,TILLSONBURG,16
1938,Jun,TIMMINS,64
1938,Jun,TINY,8
1938,Jun,TORONTO,902
1938,Jun,TRENTON,20
1938,Jun,WALKERTON,8
1938,Jun,WALLACEBURG,8
1938,Jun,WATERLOO,11
1938,Jun,WELLAND,32
1938,Jun,WESTON,15
1938,Jun,WIARTON,7
1938,Jun,WILMOT,6
1938,Jun,WINDSOR,185
1938,Jun,WOODSTOCK,19
1938,Jun,WOOLWICH,8
1938,Jun,YORK,46
1938,Mar,ALLISTON,6
1938,Mar,ALMONTE,10
1938,Mar,ARNPRIOR,6
1938,Mar,BANCROFT,6
1938,Mar,BARRIE,21
1938,Mar,BELLEVILLE,50
1938,Mar,BLIND RIVER,10
1938,Mar,BOURGET,6
1938,Mar,BOWMANVILLE,13
1938,Mar,BRAMPTON,13
1938,Mar,BRANTFORD,52
1938,Mar,BROCKVILLE,30
1938,Mar,BURFORD,6
1938,Mar,CALEDONIA,6
1938,Mar,CHATHAM,54
1938,Mar,CHELMSFORD,7
1938,Mar,CLARENCE,8
1938,Mar,CLINTON,13
1938,Mar,COBOURG,15
1938,Mar,COCHRANE,17
1938,Mar,COLLINGWOOD,15
1938,Mar,COPPER CLIFF,9
1938,Mar,CORNWALL,76
1938,Mar,CROWLAND,10
1938,Mar,DAWN,6
1938,Mar,DUNNVILLE,12
1938,Mar,EAST YORK,72
1938,Mar,EASTVIEW,14
1938,Mar,EMO,10
1938,Mar,ENGLEHART,7
1938,Mar,ESPANOLA,6
1938,Mar,FERGUS,6
1938,Mar,FORT ERIE,7
1938,Mar,FORT FRANCES,21
1938,Mar,FORT WILLIAM,46
1938,Mar,GALT,33
1938,Mar,GANANOQUE,7
1938,Mar,GODERICH,6
1938,Mar,GRAVENHURST,8
1938,Mar,GREY,6
1938,Mar,GUELPH,45
1938,Mar,HAGERSVILLE,6
1938,Mar,HAILEYBURY,8
1938,Mar,HAMILTON,274
1938,Mar,HARWICH,6
1938,Mar,HAWKESBURY,13
1938,Mar,HEARST,12
1938,Mar,HUMBERSTONE,6
1938,Mar,INGERSOLL,9
1938,Mar,IROQUOIS FALLS,11
1938,Mar,KAPUSKASING,8
1938,Mar,KENORA,23
1938,Mar,KINCARDINE,6
1938,Mar,KINGSTON,80
1938,Mar,KIRKLAND LAKE,65
1938,Mar,KITCHENER,71
1938,Mar,LEAMINGTON,16
1938,Mar,LINDSAY,14
1938,Mar,LONDON,122
1938,Mar,MATACHEWAN,6
1938,Mar,MATTAWA,6
1938,Mar,MCGILLIVRAY,6
1938,Mar,MIDLAND,10
1938,Mar,MIMICO,12
1938,Mar,MOOSE FACTORY,8
1938,Mar,MOUNT DENNIS,8
1938,Mar,MOUNT FOREST,7
1938,Mar,MOUNTAIN,8
1938,Mar,NEW LISKEARD,12
1938,Mar,NEW TORONTO,6
1938,Mar,NEWMARKET,21
1938,Mar,NIAGARA FALLS,25
1938,Mar,NORTH BAY,35
1938,Mar,NORWICH,6
1938,Mar,NOT RECORDED,8
1938,Mar,OHSWEKEN,8
1938,Mar,ORANGEVILLE,8
1938,Mar,ORILLIA,26
1938,Mar,OSGOODE,6
1938,Mar,OSHAWA,66
1938,Mar,OTTAWA,288
1938,Mar,OUT OF PROVINCE,166
1938,Mar,OWEN SOUND,34
1938,Mar,PALMERSTON,7
1938,Mar,PARIS,7
1938,Mar,PARRY SOUND,19
1938,Mar,PEMBROKE,23
1938,Mar,PENETANGUISHENE,16
1938,Mar,PERTH,15
1938,Mar,PETERBOROUGH,60
1938,Mar,PETROLIA,13
1938,Mar,PICTON,18
1938,Mar,PORT ARTHUR,41
1938,Mar,PORT COLBORNE,6
1938,Mar,PORT HOPE,12
1938,Mar,RENFREW,14
1938,Mar,ROCHESTER,9
1938,Mar,SARNIA,54
1938,Mar,SAULT STE MARIE,44
1938,Mar,SCARBOROUGH,8
1938,Mar,SCHUMACHER,6
1938,Mar,SEAFORTH,9
1938,Mar,SIMCOE,29
1938,Mar,SMITHS FALLS,13
1938,Mar,SOUTH PORCUPINE,11
1938,Mar,ST CATHARINES,57
1938,Mar,ST THOMAS,38
1938,Mar,STRATFORD,31
1938,Mar,STRATHROY,7
1938,Mar,STURGEON FALLS,21
1938,Mar,SUDBURY,123
1938,Mar,TILBURY,6
1938,Mar,TILLSONBURG,18
1938,Mar,TIMMINS,74
1938,Mar,TINY,8
1938,Mar,TORONTO,985
1938,Mar,TRENTON,13
1938,Mar,WALKERTON,9
1938,Mar,WATERLOO,9
1938,Mar,WELLAND,34
1938,Mar,WELLESLEY,6
1938,Mar,WESTON,12
1938,Mar,WINDSOR,203
1938,Mar,WINGHAM,7
1938,Mar,WOODSTOCK,20
1938,Mar,YORK,41
1938,May,ALFRED,10
1938,May,ALLISTON,8
1938,May,ALMONTE,10
1938,May,ARNPRIOR,11
1938,May,BANCROFT,7
1938,May,BARRIE,17
1938,May,BELLEVILLE,43
1938,May,BLIND RIVER,11
1938,May,BOWMANVILLE,14
1938,May,BRACEBRIDGE,7
1938,May,BRAMPTON,19
1938,May,BRANTFORD,49
1938,May,BROCKVILLE,27
1938,May,CAMPBELLFORD,10
1938,May,CHATHAM,74
1938,May,CLINTON,13
1938,May,COBALT,6
1938,May,COBOURG,10
1938,May,COCHRANE,12
1938,May,COLLINGWOOD,11
1938,May,CONISTON,7
1938,May,CORNWALL,89
1938,May,CREIGHTON MINE,7
1938,May,CUMBERLAND,6
1938,May,DRYDEN,15
1938,May,DUNNVILLE,7
1938,May,DURHAM,8
1938,May,EAST SANDWICH,10
1938,May,EAST YORK,50
1938,May,EASTVIEW,16
1938,May,ENGLEHART,7
1938,May,FERGUS,8
1938,May,FINCH,6
1938,May,FORT ERIE,10
1938,May,FORT FRANCES,15
1938,May,FORT WILLIAM,38
1938,May,GALT,23
1938,May,GANANOQUE,8
1938,May,GERALDTON,8
1938,May,GODERICH,11
1938,May,GOGAMA,8
1938,May,GRAVENHURST,6
1938,May,GUELPH,40
1938,May,HALIBURTON,6
1938,May,HAMILTON,235
1938,May,HAWKESBURY,20
1938,May,HAY,7
1938,May,HEARST,7
1938,May,HUNTSVILLE,8
1938,May,INGERSOLL,12
1938,May,KAPUSKASING,23
1938,May,KENORA,24
1938,May,KINCARDINE,12
1938,May,KINGSTON,74
1938,May,KIRKLAND LAKE,41
1938,May,KITCHENER,89
1938,May,LEAMINGTON,16
1938,May,LINDSAY,29
1938,May,LISTOWEL,11
1938,May,LONDON,162
1938,May,MAITLAND,9
1938,May,MATHESON,10
1938,May,MATTAWA,11
1938,May,MEAFORD,12
1938,May,MIDLAND,20
1938,May,MIMICO,9
1938,May,NEW LISKEARD,6
1938,May,NEWMARKET,20
1938,May,NIAGARA,6
1938,May,NIAGARA FALLS,34
1938,May,NORTH BAY,32
1938,May,NORTH YORK,7
1938,May,OAKVILLE,6
1938,May,OHSWEKEN,8
1938,May,ORANGEVILLE,17
1938,May,ORILLIA,24
1938,May,OSHAWA,53
1938,May,OTTAWA,275
1938,May,OUT OF PROVINCE,169
1938,May,OWEN SOUND,22
1938,May,PARRY SOUND,17
1938,May,PEMBROKE,26
1938,May,PENETANGUISHENE,20
1938,May,PERTH,17
1938,May,PETERBOROUGH,69
1938,May,PETROLIA,7
1938,May,PICTON,14
1938,May,PORT ARTHUR,62
1938,May,PORT COLBORNE,10
1938,May,PORT HOPE,10
1938,May,PORT LORING,8
1938,May,PRESTON,12
1938,May,RAINY RIVER,7
1938,May,RENFREW,15
1938,May,RUSSELL,7
1938,May,SARNIA,33
1938,May,SAULT STE MARIE,50
1938,May,SCARBOROUGH,11
1938,May,SEAFORTH,14
1938,May,SIMCOE,33
1938,May,SMITHS FALLS,8
1938,May,SMOOTH RK FALLS,6
1938,May,SOUTH PORCUPINE,14
1938,May,ST CATHARINES,54
1938,May,ST CHARLES,7
1938,May,ST THOMAS,24
1938,May,STEPHEN,8
1938,May,STOUFFVILLE,7
1938,May,STRATFORD,38
1938,May,STRATHROY,9
1938,May,STURGEON FALLS,20
1938,May,SUDBURY,146
1938,May,TECUMSEH,9
1938,May,THESSALON,6
1938,May,THOROLD,12
1938,May,TILLSONBURG,22
1938,May,TIMMINS,71
1938,May,TINY,6
1938,May,TORONTO,1005
1938,May,TRENTON,19
1938,May,VANKLEEK HILL,6
1938,May,VERNER,7
1938,May,WALKERTON,8
1938,May,WELLAND,35
1938,May,WELLESLEY,8
1938,May,WIARTON,9
1938,May,WINCHESTER,7
1938,May,WINDSOR,160
1938,May,WINGHAM,7
1938,May,WOODSTOCK,16
1938,May,WOOLWICH,6
1938,May,YORK,37
1938,Nov,ALLISTON,9
1938,Nov,ALMONTE,7
1938,Nov,ANDERDON,6
1938,Nov,ARNPRIOR,7
1938,Nov,AYLMER,6
1938,Nov,BANCROFT,14
1938,Nov,BARRIE,14
1938,Nov,BELLEVILLE,37
1938,Nov,BLIND RIVER,8
1938,Nov,BOWMANVILLE,12
1938,Nov,BRACEBRIDGE,6
1938,Nov,BRAMPTON,14
1938,Nov,BRANT,6
1938,Nov,BRANTFORD,54
1938,Nov,BROCKVILLE,19
1938,Nov,BURFORD,6
1938,Nov,CAMPBELLFORD,7
1938,Nov,CHATHAM,85
1938,Nov,CLARENCE,8
1938,Nov,COBOURG,10
1938,Nov,COCHRANE,11
1938,Nov,COLLINGWOOD,11
1938,Nov,CORNWALL,79
1938,Nov,DUNNVILLE,6
1938,Nov,DURHAM,6
1938,Nov,EAST SANDWICH,9
1938,Nov,EAST YORK,74
1938,Nov,EASTVIEW,9
1938,Nov,ESPANOLA,7
1938,Nov,FIELD,8
1938,Nov,FINCH,6
1938,Nov,FORT ERIE,6
1938,Nov,FORT FRANCES,12
1938,Nov,FORT WILLIAM,38
1938,Nov,GALT,29
1938,Nov,GANANOQUE,11
1938,Nov,GARSON,6
1938,Nov,GODERICH,14
1938,Nov,GRAVENHURST,6
1938,Nov,GUELPH,45
1938,Nov,HAMILTON,225
1938,Nov,HAVELOCK,6
1938,Nov,HAWKESBURY,23
1938,Nov,HEARST,9
1938,Nov,HUMBERSTONE,6
1938,Nov,INGERSOLL,10
1938,Nov,IROQUOIS FALLS,10
1938,Nov,KAPUSKASING,15
1938,Nov,KENORA,24
1938,Nov,KINCARDINE,10
1938,Nov,KINGSTON,75
1938,Nov,KIRKLAND LAKE,52
1938,Nov,KITCHENER,46
1938,Nov,LANCASTER,7
1938,Nov,LEAMINGTON,13
1938,Nov,LINDSAY,29
1938,Nov,LISTOWEL,6
1938,Nov,LONDON,134
1938,Nov,MATHESON,7
1938,Nov,MATTAWA,7
1938,Nov,MEAFORD,11
1938,Nov,MIDLAND,14
1938,Nov,MIMICO,8
1938,Nov,NEWMARKET,12
1938,Nov,NIAGARA FALLS,39
1938,Nov,NORTH BAY,35
1938,Nov,NORWICH,6
1938,Nov,NOT RECORDED,12
1938,Nov,OAKVILLE,6
1938,Nov,ORANGEVILLE,7
1938,Nov,ORILLIA,23
1938,Nov,OSHAWA,29
1938,Nov,OTTAWA,245
1938,Nov,OUT OF PROVINCE,151
1938,Nov,OWEN SOUND,27
1938,Nov,PARIS,6
1938,Nov,PARRY SOUND,17
1938,Nov,PEMBROKE,13
1938,Nov,PENETANGUISHENE,9
1938,Nov,PERTH,11
1938,Nov,PETERBOROUGH,47
1938,Nov,PETROLIA,7
1938,Nov,PICTON,13
1938,Nov,PLANTAGENET,6
1938,Nov,PORT ARTHUR,56
1938,Nov,PORT COLBORNE,7
1938,Nov,PORT HOPE,10
1938,Nov,RENFREW,9
1938,Nov,SARNIA,32
1938,Nov,SAULT STE MARIE,52
1938,Nov,SCARBOROUGH,9
1938,Nov,SEAFORTH,8
1938,Nov,SIMCOE,33
1938,Nov,SMITHS FALLS,7
1938,Nov,SOUTH PORCUPINE,14
1938,Nov,ST CATHARINES,53
1938,Nov,ST THOMAS,34
1938,Nov,STRATFORD,36
1938,Nov,STRATHROY,11
1938,Nov,STURGEON FALLS,9
1938,Nov,SUDBURY,103
1938,Nov,THESSALON,6
1938,Nov,TILLSONBURG,22
1938,Nov,TIMMINS,80
1938,Nov,TORONTO,841
1938,Nov,TRENTON,6
1938,Nov,TYENDINAGA,7
1938,Nov,VERNER,6
1938,Nov,WALKERTON,7
1938,Nov,WELLAND,26
1938,Nov,WESTON,12
1938,Nov,WIKWEMIKONG,9
1938,Nov,WINDSOR,194
1938,Nov,WOODSTOCK,23
1938,Nov,YORK,33
1938,Oct,ALFRED,7
1938,Oct,ALLISTON,9
1938,Oct,ALMONTE,10
1938,Oct,BANCROFT,12
1938,Oct,BARRIE,18
1938,Oct,BELLEVILLE,37
1938,Oct,BOWMANVILLE,13
1938,Oct,BRACEBRIDGE,13
1938,Oct,BRAMPTON,22
1938,Oct,BRANTFORD,41
1938,Oct,BROCKVILLE,31
1938,Oct,CHAPLEAU,6
1938,Oct,CHATHAM,67
1938,Oct,COBALT,14
1938,Oct,COBOURG,6
1938,Oct,COLLINGWOOD,18
1938,Oct,CORNWALL,55
1938,Oct,CROWLAND,7
1938,Oct,CUMBERLAND,8
1938,Oct,DRYDEN,9
1938,Oct,DURHAM,6
1938,Oct,EAST YORK,88
1938,Oct,EAST ZORRA,7
1938,Oct,EASTVIEW,11
1938,Oct,ESPANOLA,6
1938,Oct,FERGUS,6
1938,Oct,FORT ERIE,13
1938,Oct,FORT FRANCES,6
1938,Oct,FORT WILLIAM,42
1938,Oct,GALT,24
1938,Oct,GANANOQUE,6
1938,Oct,GERALDTON,7
1938,Oct,GODERICH,8
1938,Oct,GOGAMA,6
1938,Oct,GUELPH,41
1938,Oct,HAMILTON,259
1938,Oct,HANOVER,6
1938,Oct,HAWKESBURY,21
1938,Oct,HEARST,16
1938,Oct,HUMBERSTONE,9
1938,Oct,INGERSOLL,19
1938,Oct,KAPUSKASING,12
1938,Oct,KENORA,23
1938,Oct,KINCARDINE,14
1938,Oct,KINGSTON,58
1938,Oct,KIRKLAND LAKE,75
1938,Oct,KITCHENER,50
1938,Oct,LEAMINGTON,18
1938,Oct,LINDSAY,21
1938,Oct,LONDON,121
1938,Oct,LONG BRANCH,6
1938,Oct,MARKHAM,6
1938,Oct,MATACHEWAN,7
1938,Oct,MEAFORD,9
1938,Oct,MIDLAND,18
1938,Oct,MIMICO,10
1938,Oct,MOUNT DENNIS,9
1938,Oct,NEW LISKEARD,10
1938,Oct,NEWMARKET,16
1938,Oct,NIAGARA FALLS,44
1938,Oct,NORTH BAY,40
1938,Oct,NOT RECORDED,8
1938,Oct,ORANGEVILLE,10
1938,Oct,ORILLIA,29
1938,Oct,OSHAWA,55
1938,Oct,OTTAWA,238
1938,Oct,OUT OF PROVINCE,154
1938,Oct,OWEN SOUND,22
1938,Oct,PARRY SOUND,20
1938,Oct,PELHAM,10
1938,Oct,PEMBROKE,13
1938,Oct,PENETANGUISHENE,9
1938,Oct,PERTH,8
1938,Oct,PETERBOROUGH,56
1938,Oct,PETROLIA,10
1938,Oct,PICTON,15
1938,Oct,PORT ARTHUR,59
1938,Oct,PORT HOPE,7
1938,Oct,RENFREW,10
1938,Oct,ROCKLAND,7
1938,Oct,SARNIA,42
1938,Oct,SAULT STE MARIE,45
1938,Oct,SCARBOROUGH,10
1938,Oct,SEAFORTH,6
1938,Oct,SIMCOE,28
1938,Oct,SMITHS FALLS,21
1938,Oct,SOMBRA,6
1938,Oct,SOUTH PORCUPINE,7
1938,Oct,ST CATHARINES,53
1938,Oct,ST THOMAS,36
1938,Oct,STRATFORD,35
1938,Oct,STURGEON FALLS,20
1938,Oct,SUDBURY,109
1938,Oct,THESSALON,6
1938,Oct,THOROLD,6
1938,Oct,TILLSONBURG,25
1938,Oct,TIMMINS,63
1938,Oct,TINY,6
1938,Oct,TISDALE,6
1938,Oct,TORONTO,920
1938,Oct,TRENTON,13
1938,Oct,VANKLEEK HILL,7
1938,Oct,WALKERTON,11
1938,Oct,WALLACEBURG,7
1938,Oct,WATERLOO,11
1938,Oct,WELLAND,38
1938,Oct,WIARTON,11
1938,Oct,WINDSOR,206
1938,Oct,WOODSTOCK,35
1938,Oct,YORK,41
1938,Sep,ALEXANDRIA,8
1938,Sep,ALLISTON,12
1938,Sep,ALMONTE,11
1938,Sep,ARNPRIOR,7
1938,Sep,BANCROFT,11
1938,Sep,BARRIE,25
1938,Sep,BELLEVILLE,48
1938,Sep,BLIND RIVER,16
1938,Sep,BOWMANVILLE,6
1938,Sep,BRACEBRIDGE,9
1938,Sep,BRAMPTON,18
1938,Sep,BRANTFORD,46
1938,Sep,BROCKVILLE,27
1938,Sep,CALEDONIA,10
1938,Sep,CAMPBELLFORD,10
1938,Sep,CARLETON PLACE,6
1938,Sep,CARRICK,6
1938,Sep,CHATHAM,71
1938,Sep,CLARENCE,6
1938,Sep,CLINTON,8
1938,Sep,COBALT,9
1938,Sep,COBOURG,8
1938,Sep,COCHRANE,7
1938,Sep,COLLINGWOOD,18
1938,Sep,CORNWALL,74
1938,Sep,CRAMAHE,6
1938,Sep,CUMBERLAND,6
1938,Sep,DOVER,6
1938,Sep,DUNNVILLE,10
1938,Sep,EAST SANDWICH,6
1938,Sep,EAST YORK,80
1938,Sep,EASTVIEW,13
1938,Sep,ENGLEHART,15
1938,Sep,ERIN,6
1938,Sep,FERGUS,9
1938,Sep,FORT ERIE,9
1938,Sep,FORT FRANCES,14
1938,Sep,FORT WILLIAM,59
1938,Sep,GALT,23
1938,Sep,GANANOQUE,9
1938,Sep,GERALDTON,8
1938,Sep,GODERICH,14
1938,Sep,GUELPH,49
1938,Sep,HAGARTY,6
1938,Sep,HAMILTON,276
1938,Sep,HANOVER,10
1938,Sep,HAWKESBURY,24
1938,Sep,HEARST,9
1938,Sep,HUNTSVILLE,11
1938,Sep,INGERSOLL,13
1938,Sep,KAPUSKASING,7
1938,Sep,KENORA,22
1938,Sep,KINCARDINE,15
1938,Sep,KINGSTON,70
1938,Sep,KIRKLAND LAKE,61
1938,Sep,KITCHENER,64
1938,Sep,L'ORIGNAL,6
1938,Sep,LEAMINGTON,11
1938,Sep,LINDSAY,26
1938,Sep,LISTOWEL,8
1938,Sep,LONDON,151
1938,Sep,MARKDALE,6
1938,Sep,MATHESON,6
1938,Sep,MCKIM,7
1938,Sep,MEAFORD,6
1938,Sep,MIDLAND,21
1938,Sep,MIMICO,8
1938,Sep,MINDEMOYA,8
1938,Sep,MOUNT DENNIS,6
1938,Sep,MOUNT FOREST,6
