Births by year and month per place of event city,,,
,,,
BOOK_YEAR,MTH,CITY,COUNT(*)
1962,Aug,BELLEVILLE,143
1962,Aug,BLIND RIVER,29
1962,Aug,BOWMANVILLE,41
1962,Aug,BRACEBRIDGE,26
1962,Aug,BRAMPTON,83
1962,Aug,BRANTFORD,151
1962,Aug,BROCKVILLE,78
1962,Aug,BURKS FALLS,13
1962,Aug,BURLINGTON,97
1962,Aug,CAMPBELLFORD,20
1962,Aug,CARLETON PLACE,14
1962,Aug,CHAPLEAU,12
1962,Aug,CHATHAM,221
1962,Aug,CLINTON,20
1962,Aug,COBOURG,39
1962,Aug,COCHENOUR,6
1962,Aug,COCHRANE,19
1962,Aug,COLLINGWOOD,32
1962,Aug,CORNWALL,169
1962,Aug,DEEP RIVER,18
1962,Aug,DRYDEN,38
1962,Aug,DUNNVILLE,28
1962,Aug,DURHAM,10
1962,Aug,DYSART,8
1962,Aug,EAST YORK,431
1962,Aug,ELLIOT LAKE,26
1962,Aug,ELLIOT LAKE ID,12
1962,Aug,ENGLEHART,10
1962,Aug,ERRINGTON,16
1962,Aug,ESPANOLA,20
1962,Aug,ESQUESING,40
1962,Aug,ETOBICOKE,148
1962,Aug,EXETER,23
1962,Aug,FERGUS,16
1962,Aug,FORT ERIE,17
1962,Aug,FORT FRANCES,46
1962,Aug,FORT WILLIAM,127
1962,Aug,GALT,110
1962,Aug,GODERICH,24
1962,Aug,GUELPH,127
1962,Aug,HAGERSVILLE,13
1962,Aug,HAILEYBURY,23
1962,Aug,HAMILTON,753
1962,Aug,HANOVER,13
1962,Aug,HAWKESBURY,87
1962,Aug,HEARST,38
1962,Aug,HUNTSVILLE,28
1962,Aug,INGERSOLL,27
1962,Aug,IROQUOIS FALLS,18
1962,Aug,KAPUSKASING,46
1962,Aug,KENORA,43
1962,Aug,KINCARDINE,13
1962,Aug,KINGSTON,235
1962,Aug,KIRKLAND LAKE,48
1962,Aug,KITCHENER,276
1962,Aug,LEAMINGTON,56
1962,Aug,LINDSAY,58
1962,Aug,LISTOWEL,25
1962,Aug,LITTLE CURRENT,20
1962,Aug,LONDON,479
1962,Aug,MARKDALE,13
1962,Aug,MATHESON,12
1962,Aug,MATTAWA,12
1962,Aug,MEAFORD,8
1962,Aug,MICHIPICOTEN,15
1962,Aug,MIDLAND,35
1962,Aug,MOOSE FACTORY,10
1962,Aug,MOUNT FOREST,8
1962,Aug,NEW LISKEARD,29
1962,Aug,NEWMARKET,138
1962,Aug,NIAGARA,11
1962,Aug,NIAGARA FALLS,112
1962,Aug,NIPIGON,10
1962,Aug,NORTH BAY,142
1962,Aug,NORTH GRIMSBY,47
1962,Aug,NORTH YORK,132
1962,Aug,OAKVILLE,128
1962,Aug,OHSWEKEN,9
1962,Aug,ORANGEVILLE,27
1962,Aug,ORILLIA,69
1962,Aug,OSHAWA,212
1962,Aug,OTTAWA,872
1962,Aug,OWEN SOUND,53
1962,Aug,OXFORD,13
1962,Aug,PALMERSTON,16
1962,Aug,PARIS,11
1962,Aug,PARRY SOUND,35
1962,Aug,PEMBROKE,129
1962,Aug,PENETANGUISHENE,28
1962,Aug,PERTH,31
1962,Aug,PETERBOROUGH,133
1962,Aug,PETROLIA,20
1962,Aug,PICTON,38
1962,Aug,PORT ARTHUR,114
1962,Aug,PORT COLBORNE,50
1962,Aug,PORT HOPE,14
1962,Aug,PORT PERRY,7
1962,Aug,RED LAKE,10
1962,Aug,RENFREW,35
1962,Aug,SARNIA,157
1962,Aug,SAULT STE MARIE,185
1962,Aug,SCARBOROUGH,342
1962,Aug,SEAFORTH,13
1962,Aug,SIMCOE,77
1962,Aug,SIOUX LOOKOUT,28
1962,Aug,SMITHS FALLS,40
1962,Aug,SMOOTH RK FALLS,6
1962,Aug,SOUTHAMPTON,17
1962,Aug,ST CATHARINES,220
1962,Aug,ST MARYS,28
1962,Aug,ST THOMAS,87
1962,Aug,STRATFORD,62
1962,Aug,STRATHROY,39
1962,Aug,STURGEON FALLS,46
1962,Aug,SUDBURY,452
1962,Aug,TECK,12
1962,Aug,TERRACE BAY,20
1962,Aug,THESSALON,7
1962,Aug,TILLSONBURG,68
1962,Aug,TIMMINS,92
1962,Aug,TISDALE,15
1962,Aug,TORONTO,2330
1962,Aug,TRENTON,71
1962,Aug,UXBRIDGE,13
1962,Aug,WALKERTON,25
1962,Aug,WELLAND,100
1962,Aug,WESTON,184
1962,Aug,WIARTON,10
1962,Aug,WINCHESTER,62
1962,Aug,WINDSOR,488
1962,Aug,WINGHAM,24
1962,Aug,WOODSTOCK,76
1962,Aug,YORK,204
1962,Dec,AJAX,29
1962,Dec,ALLISTON,32
1962,Dec,ALMONTE,6
1962,Dec,ARNPRIOR,20
1962,Dec,ATIKOKAN,13
1962,Dec,BANCROFT,27
1962,Dec,BARRIE,95
1962,Dec,BELLEVILLE,108
1962,Dec,BLIND RIVER,19
1962,Dec,BOWMANVILLE,25
1962,Dec,BRACEBRIDGE,24
1962,Dec,BRAMPTON,107
1962,Dec,BRANTFORD,126
1962,Dec,BROCKVILLE,86
1962,Dec,BURKS FALLS,10
1962,Dec,BURLINGTON,99
1962,Dec,CAMPBELLFORD,17
1962,Dec,CARLETON PLACE,16
1962,Dec,CARNARVON,6
1962,Dec,CHAPLEAU,15
1962,Dec,CHATHAM,209
1962,Dec,CHESLEY,8
1962,Dec,CLINTON,22
1962,Dec,COBOURG,32
1962,Dec,COCHENOUR,9
1962,Dec,COCHRANE,20
1962,Dec,COLLINGWOOD,33
1962,Dec,CORNWALL,162
1962,Dec,DEEP RIVER,19
1962,Dec,DRYDEN,34
1962,Dec,DUNNVILLE,28
1962,Dec,DURHAM,7
1962,Dec,EAST YORK,426
1962,Dec,ELLIOT LAKE,36
1962,Dec,ELLIOT LAKE ID,6
1962,Dec,ENGLEHART,12
1962,Dec,ERRINGTON,20
1962,Dec,ESPANOLA,32
1962,Dec,ESQUESING,29
1962,Dec,ETOBICOKE,154
1962,Dec,EXETER,25
1962,Dec,FERGUS,22
1962,Dec,FORT ERIE,19
1962,Dec,FORT FRANCES,41
1962,Dec,FORT WILLIAM,112
1962,Dec,GALT,97
1962,Dec,GODERICH,15
1962,Dec,GUELPH,125
1962,Dec,HAGERSVILLE,16
1962,Dec,HAILEYBURY,22
1962,Dec,HAMILTON,678
1962,Dec,HANOVER,12
1962,Dec,HAWKESBURY,78
1962,Dec,HEARST,23
1962,Dec,HUNTSVILLE,19
1962,Dec,INGERSOLL,14
1962,Dec,IROQUOIS FALLS,21
1962,Dec,KAPUSKASING,51
1962,Dec,KENORA,42
1962,Dec,KINCARDINE,7
1962,Dec,KINGSTON,249
1962,Dec,KIRKLAND LAKE,33
1962,Dec,KITCHENER,283
1962,Dec,LEAMINGTON,50
1962,Dec,LINDSAY,48
1962,Dec,LISTOWEL,28
1962,Dec,LITTLE CURRENT,15
1962,Dec,LONDON,440
1962,Dec,MARATHON ID,7
1962,Dec,MARKDALE,10
1962,Dec,MATTAWA,13
1962,Dec,MEAFORD,10
1962,Dec,MICHIPICOTEN,12
1962,Dec,MIDLAND,36
1962,Dec,MOOSE FACTORY,6
1962,Dec,MOUNT FOREST,7
1962,Dec,NEW LISKEARD,21
1962,Dec,NEWMARKET,134
1962,Dec,NIAGARA,7
1962,Dec,NIAGARA FALLS,113
1962,Dec,NIPIGON,12
1962,Dec,NORTH BAY,137
1962,Dec,NORTH GRIMSBY,37
1962,Dec,NORTH YORK,142
1962,Dec,OAKVILLE,109
1962,Dec,ORANGEVILLE,34
1962,Dec,ORILLIA,72
1962,Dec,OSHAWA,199
1962,Dec,OTTAWA,848
1962,Dec,OWEN SOUND,48
1962,Dec,OXFORD,7
1962,Dec,PALMERSTON,15
1962,Dec,PARIS,10
1962,Dec,PARRY SOUND,34
1962,Dec,PEMBROKE,113
1962,Dec,PENETANGUISHENE,33
1962,Dec,PERTH,30
1962,Dec,PETERBOROUGH,151
1962,Dec,PETROLIA,23
1962,Dec,PICTON,29
1962,Dec,PORT ARTHUR,133
1962,Dec,PORT COLBORNE,49
1962,Dec,PORT HOPE,15
1962,Dec,PORT PERRY,10
1962,Dec,RED LAKE,11
1962,Dec,RENFREW,33
1962,Dec,SARNIA,154
1962,Dec,SAULT STE MARIE,176
1962,Dec,SCARBOROUGH,341
1962,Dec,SEAFORTH,13
1962,Dec,SHERWOOD,16
1962,Dec,SIMCOE,96
1962,Dec,SIOUX LOOKOUT,20
1962,Dec,SMITHS FALLS,40
1962,Dec,SOUTHAMPTON,18
1962,Dec,ST CATHARINES,218
1962,Dec,ST MARYS,18
1962,Dec,ST THOMAS,90
1962,Dec,STOUFFVILLE,6
1962,Dec,STRATFORD,73
1962,Dec,STRATHROY,31
1962,Dec,STURGEON FALLS,37
1962,Dec,SUDBURY,381
1962,Dec,TECK,10
1962,Dec,TERRACE BAY,18
1962,Dec,TILLSONBURG,67
1962,Dec,TIMMINS,83
1962,Dec,TISDALE,18
1962,Dec,TORONTO,2152
1962,Dec,TRENTON,72
1962,Dec,TUSCARORA,10
1962,Dec,UXBRIDGE,8
1962,Dec,WALKERTON,19
1962,Dec,WELLAND,104
1962,Dec,WESTON,173
1962,Dec,WIARTON,11
1962,Dec,WINCHESTER,37
1962,Dec,WINDSOR,401
1962,Dec,WINGHAM,18
1962,Dec,WOODSTOCK,77
1962,Dec,YORK,180
1962,Feb,AJAX,37
1962,Feb,ALLISTON,31
1962,Feb,ALMONTE,8
1962,Feb,ARNPRIOR,18
1962,Feb,ATIKOKAN,14
1962,Feb,BANCROFT,22
1962,Feb,BARRIE,81
1962,Feb,BELLEVILLE,119
1962,Feb,BLIND RIVER,22
1962,Feb,BOWMANVILLE,34
1962,Feb,BRACEBRIDGE,31
1962,Feb,BRAMPTON,71
1962,Feb,BRANTFORD,128
1962,Feb,BROCKVILLE,74
1962,Feb,BURKS FALLS,11
1962,Feb,BURLINGTON,87
1962,Feb,CAMPBELLFORD,13
1962,Feb,CARLETON PLACE,16
1962,Feb,CHAPLEAU,12
1962,Feb,CHATHAM,172
1962,Feb,CHESLEY,7
1962,Feb,CLINTON,28
1962,Feb,COBOURG,32
1962,Feb,COCHENOUR,7
1962,Feb,COCHRANE,16
1962,Feb,COLLINGWOOD,23
1962,Feb,CORNWALL,127
1962,Feb,DEEP RIVER,15
1962,Feb,DRYDEN,37
1962,Feb,DUNNVILLE,29
1962,Feb,EAST YORK,397
1962,Feb,ELLIOT LAKE,31
1962,Feb,ELLIOT LAKE ID,8
1962,Feb,ERRINGTON,12
1962,Feb,ESPANOLA,15
1962,Feb,ESQUESING,22
1962,Feb,ETOBICOKE,154
1962,Feb,EXETER,21
1962,Feb,FERGUS,14
1962,Feb,FORT ERIE,24
1962,Feb,FORT FRANCES,33
1962,Feb,FORT WILLIAM,96
1962,Feb,GALT,79
1962,Feb,GODERICH,15
1962,Feb,GUELPH,101
1962,Feb,HAGERSVILLE,15
1962,Feb,HAILEYBURY,21
1962,Feb,HAMILTON,637
1962,Feb,HANOVER,18
1962,Feb,HAWKESBURY,85
1962,Feb,HEARST,25
1962,Feb,HUNTSVILLE,20
1962,Feb,INGERSOLL,19
1962,Feb,IROQUOIS FALLS,15
1962,Feb,KAPUSKASING,44
1962,Feb,KENORA,50
1962,Feb,KINCARDINE,18
1962,Feb,KINGSTON,198
1962,Feb,KIRKLAND LAKE,40
1962,Feb,KITCHENER,243
1962,Feb,LEAMINGTON,52
1962,Feb,LINDSAY,42
1962,Feb,LISTOWEL,25
1962,Feb,LITTLE CURRENT,12
1962,Feb,LONDON,415
1962,Feb,MANITOUWADGE,7
1962,Feb,MARATHON,7
1962,Feb,MARKDALE,7
1962,Feb,MATHESON,8
1962,Feb,MATTAWA,12
1962,Feb,MEAFORD,12
1962,Feb,MICHIPICOTEN,9
1962,Feb,MIDLAND,25
1962,Feb,MOOSE FACTORY,12
1962,Feb,NEW LISKEARD,13
1962,Feb,NEWMARKET,122
1962,Feb,NIAGARA FALLS,89
1962,Feb,NORTH BAY,108
1962,Feb,NORTH GRIMSBY,53
1962,Feb,NORTH YORK,132
1962,Feb,OAKVILLE,108
1962,Feb,OHSWEKEN,11
1962,Feb,ORANGEVILLE,27
1962,Feb,ORILLIA,44
1962,Feb,OSHAWA,182
1962,Feb,OTTAWA,805
1962,Feb,OWEN SOUND,51
1962,Feb,OXFORD,8
1962,Feb,PARIS,12
1962,Feb,PARRY SOUND,39
1962,Feb,PEMBROKE,119
1962,Feb,PENETANGUISHENE,33
1962,Feb,PERTH,27
1962,Feb,PETERBOROUGH,154
1962,Feb,PETROLIA,20
1962,Feb,PICTON,23
1962,Feb,PORT ARTHUR,101
1962,Feb,PORT COLBORNE,41
1962,Feb,PORT HOPE,23
1962,Feb,PORT PERRY,14
1962,Feb,RAINY RIVER,7
1962,Feb,RED LAKE,19
1962,Feb,RENFREW,24
1962,Feb,SARNIA,148
1962,Feb,SAULT STE MARIE,157
1962,Feb,SCARBOROUGH,303
1962,Feb,SEAFORTH,9
1962,Feb,SHELBURNE,6
1962,Feb,SHERWOOD,13
1962,Feb,SIMCOE,80
1962,Feb,SIOUX LOOKOUT,24
1962,Feb,SMITHS FALLS,24
1962,Feb,SOUTHAMPTON,12
1962,Feb,ST CATHARINES,178
1962,Feb,ST MARYS,16
1962,Feb,ST THOMAS,68
1962,Feb,STRATFORD,63
1962,Feb,STRATHROY,41
1962,Feb,STURGEON FALLS,33
1962,Feb,SUDBURY,374
1962,Feb,TECK,6
1962,Feb,TILLSONBURG,53
1962,Feb,TIMMINS,66
1962,Feb,TISDALE,24
1962,Feb,TORONTO,2026
1962,Feb,TRENTON,73
1962,Feb,UXBRIDGE,13
1962,Feb,WALKERTON,25
1962,Feb,WELLAND,93
1962,Feb,WESTON,207
1962,Feb,WIARTON,11
1962,Feb,WINCHESTER,39
1962,Feb,WINDSOR,449
1962,Feb,WINGHAM,24
1962,Feb,WOODSTOCK,70
1962,Feb,YORK,163
1962,Jan,AJAX,28
1962,Jan,ALLISTON,26
1962,Jan,ALMONTE,8
1962,Jan,ARNPRIOR,24
1962,Jan,ATIKOKAN,23
1962,Jan,BANCROFT,23
1962,Jan,BARRIE,89
1962,Jan,BELLEVILLE,122
1962,Jan,BLIND RIVER,25
1962,Jan,BOWMANVILLE,33
1962,Jan,BRACEBRIDGE,22
1962,Jan,BRAMPTON,90
1962,Jan,BRANTFORD,133
1962,Jan,BROCKVILLE,99
1962,Jan,BURKS FALLS,13
1962,Jan,BURLINGTON,100
1962,Jan,CAMPBELLFORD,17
1962,Jan,CARLETON PLACE,17
1962,Jan,CARNARVON,10
1962,Jan,CHAPLEAU,15
1962,Jan,CHATHAM,206
1962,Jan,CHESLEY,7
1962,Jan,CLINTON,24
1962,Jan,COBOURG,39
1962,Jan,COCHENOUR,6
1962,Jan,COCHRANE,18
1962,Jan,COLLINGWOOD,24
1962,Jan,CORNWALL,161
1962,Jan,DEEP RIVER,17
1962,Jan,DRYDEN,36
1962,Jan,DUNNVILLE,27
1962,Jan,DYSART,8
1962,Jan,EAST YORK,422
1962,Jan,ELLIOT LAKE,41
1962,Jan,EMO,7
1962,Jan,ENGLEHART,7
1962,Jan,ERRINGTON,12
1962,Jan,ESPANOLA,29
1962,Jan,ESQUESING,28
1962,Jan,ETOBICOKE,154
1962,Jan,EXETER,27
1962,Jan,FERGUS,17
1962,Jan,FORT ERIE,21
1962,Jan,FORT FRANCES,32
1962,Jan,FORT WILLIAM,106
1962,Jan,GALT,76
1962,Jan,GODERICH,20
1962,Jan,GRIMSBY,14
1962,Jan,GUELPH,120
1962,Jan,HAGERSVILLE,18
1962,Jan,HAILEYBURY,20
1962,Jan,HAMILTON,683
1962,Jan,HANOVER,14
1962,Jan,HAWKESBURY,76
1962,Jan,HEARST,21
1962,Jan,HUNTSVILLE,20
1962,Jan,INGERSOLL,24
1962,Jan,IROQUOIS FALLS,22
1962,Jan,KAPUSKASING,40
1962,Jan,KENORA,39
1962,Jan,KINCARDINE,13
1962,Jan,KINGSTON,203
1962,Jan,KIRKLAND LAKE,59
1962,Jan,KITCHENER,285
1962,Jan,LEAMINGTON,49
1962,Jan,LINDSAY,57
1962,Jan,LISTOWEL,24
1962,Jan,LITTLE CURRENT,7
1962,Jan,LONDON,461
1962,Jan,MARATHON,10
1962,Jan,MARKDALE,21
1962,Jan,MATHESON,8
1962,Jan,MATTAWA,9
1962,Jan,MEAFORD,16
1962,Jan,MICHIPICOTEN,14
1962,Jan,MIDLAND,35
1962,Jan,MOOSE FACTORY,6
1962,Jan,NEW LISKEARD,17
1962,Jan,NEWMARKET,132
1962,Jan,NIAGARA FALLS,96
1962,Jan,NIPIGON,9
1962,Jan,NORTH BAY,139
1962,Jan,NORTH GRIMSBY,28
1962,Jan,NORTH YORK,131
1962,Jan,OAKVILLE,101
1962,Jan,OHSWEKEN,12
1962,Jan,ORANGEVILLE,31
1962,Jan,ORILLIA,72
1962,Jan,OSHAWA,182
1962,Jan,OTTAWA,800
1962,Jan,OWEN SOUND,47
1962,Jan,OXFORD,14
1962,Jan,PALMERSTON,10
1962,Jan,PARIS,14
1962,Jan,PARRY SOUND,23
1962,Jan,PEMBROKE,131
1962,Jan,PENETANGUISHENE,22
1962,Jan,PERTH,21
1962,Jan,PETERBOROUGH,157
1962,Jan,PETROLIA,18
1962,Jan,PICTON,34
1962,Jan,PORT ARTHUR,117
1962,Jan,PORT COLBORNE,42
1962,Jan,PORT HOPE,18
1962,Jan,PORT PERRY,9
1962,Jan,RED LAKE,13
1962,Jan,RENFREW,29
1962,Jan,SARNIA,173
1962,Jan,SAULT STE MARIE,181
1962,Jan,SCARBOROUGH,321
1962,Jan,SEAFORTH,11
1962,Jan,SHERWOOD,9
1962,Jan,SIMCOE,66
1962,Jan,SIOUX LOOKOUT,21
1962,Jan,SMITHS FALLS,44
1962,Jan,SMOOTH RK FALLS,8
1962,Jan,SOUTHAMPTON,9
1962,Jan,ST CATHARINES,196
1962,Jan,ST MARYS,24
1962,Jan,ST THOMAS,68
1962,Jan,STRATFORD,86
1962,Jan,STRATHROY,38
1962,Jan,STURGEON FALLS,23
1962,Jan,SUDBURY,397
1962,Jan,TERRACE BAY,9
1962,Jan,THESSALON,7
1962,Jan,TILLSONBURG,70
1962,Jan,TIMMINS,63
1962,Jan,TISDALE,18
1962,Jan,TORONTO,2154
1962,Jan,TRENTON,69
1962,Jan,UXBRIDGE,15
1962,Jan,WALKERTON,15
1962,Jan,WELLAND,84
1962,Jan,WESTON,178
1962,Jan,WIARTON,8
1962,Jan,WICKSTEED,10
1962,Jan,WINCHESTER,55
1962,Jan,WINDSOR,452
1962,Jan,WINGHAM,25
1962,Jan,WOODSTOCK,64
1962,Jan,YORK,172
1962,Jul,AJAX,40
1962,Jul,ALLISTON,33
1962,Jul,ALMONTE,12
1962,Jul,ARNPRIOR,26
1962,Jul,ATIKOKAN,18
1962,Jul,BANCROFT,19
1962,Jul,BARRIE,75
1962,Jul,BELLEVILLE,124
1962,Jul,BLIND RIVER,21
1962,Jul,BOWMANVILLE,26
1962,Jul,BRACEBRIDGE,25
1962,Jul,BRAMPTON,87
1962,Jul,BRANTFORD,164
1962,Jul,BROCKVILLE,92
1962,Jul,BURKS FALLS,12
1962,Jul,BURLINGTON,111
1962,Jul,CAMPBELLFORD,19
1962,Jul,CARLETON PLACE,21
1962,Jul,CARNARVON,13
1962,Jul,CHAPLEAU,17
1962,Jul,CHATHAM,204
1962,Jul,CLINTON,19
1962,Jul,COBOURG,41
1962,Jul,COCHENOUR,8
1962,Jul,COCHRANE,22
1962,Jul,COLLINGWOOD,34
1962,Jul,CORNWALL,157
1962,Jul,DEEP RIVER,16
1962,Jul,DRYDEN,35
1962,Jul,DUNNVILLE,29
1962,Jul,DURHAM,8
1962,Jul,DYSART,8
1962,Jul,EAST YORK,421
1962,Jul,ELLIOT LAKE,9
1962,Jul,ELLIOT LAKE ID,26
1962,Jul,ENGLEHART,14
1962,Jul,ERRINGTON,25
1962,Jul,ESPANOLA,26
1962,Jul,ESQUESING,38
1962,Jul,ETOBICOKE,186
1962,Jul,EXETER,24
1962,Jul,FERGUS,24
1962,Jul,FORT ERIE,17
1962,Jul,FORT FRANCES,41
1962,Jul,FORT WILLIAM,117
1962,Jul,GALT,102
1962,Jul,GODERICH,24
1962,Jul,GUELPH,119
1962,Jul,HAGERSVILLE,13
1962,Jul,HAILEYBURY,29
1962,Jul,HAMILTON,688
1962,Jul,HANOVER,13
1962,Jul,HAWKESBURY,113
1962,Jul,HEARST,23
1962,Jul,HUNTSVILLE,20
1962,Jul,INGERSOLL,19
1962,Jul,IROQUOIS FALLS,26
1962,Jul,KAPUSKASING,48
1962,Jul,KENORA,28
1962,Jul,KINCARDINE,23
1962,Jul,KINGSTON,241
1962,Jul,KIRKLAND LAKE,33
1962,Jul,KIRKLAND T,8
1962,Jul,KITCHENER,305
1962,Jul,LEAMINGTON,65
1962,Jul,LINDSAY,68
1962,Jul,LISTOWEL,32
1962,Jul,LITTLE CURRENT,10
1962,Jul,LONDON,463
1962,Jul,MARKDALE,18
1962,Jul,MATTAWA,10
1962,Jul,MEAFORD,12
1962,Jul,MICHIPICOTEN,17
1962,Jul,MIDLAND,34
1962,Jul,MOOSE FACTORY,9
1962,Jul,MOUNT FOREST,12
1962,Jul,NEW LISKEARD,31
1962,Jul,NEWMARKET,135
1962,Jul,NIAGARA FALLS,119
1962,Jul,NIPIGON,17
1962,Jul,NORTH BAY,118
1962,Jul,NORTH GRIMSBY,43
1962,Jul,NORTH YORK,160
1962,Jul,OAKVILLE,148
1962,Jul,OHSWEKEN,19
1962,Jul,ORANGEVILLE,31
1962,Jul,ORILLIA,62
1962,Jul,OSHAWA,209
1962,Jul,OTTAWA,917
1962,Jul,OWEN SOUND,54
1962,Jul,OXFORD,14
1962,Jul,PALMERSTON,14
1962,Jul,PARIS,14
1962,Jul,PARRY SOUND,45
1962,Jul,PEMBROKE,130
1962,Jul,PENETANGUISHENE,33
1962,Jul,PERTH,34
1962,Jul,PETERBOROUGH,163
1962,Jul,PETROLIA,15
1962,Jul,PICTON,29
1962,Jul,PORT ARTHUR,112
1962,Jul,PORT COLBORNE,54
1962,Jul,PORT HOPE,20
1962,Jul,PORT PERRY,12
1962,Jul,RED LAKE,12
1962,Jul,RENFREW,43
1962,Jul,SARNIA,185
1962,Jul,SAULT STE MARIE,201
1962,Jul,SCARBOROUGH,327
1962,Jul,SEAFORTH,17
1962,Jul,SHERWOOD,17
1962,Jul,SIMCOE,90
1962,Jul,SIOUX LOOKOUT,28
1962,Jul,SMITHS FALLS,44
1962,Jul,SMOOTH RK FALLS,6
1962,Jul,SOUTHAMPTON,11
1962,Jul,ST CATHARINES,222
1962,Jul,ST MARYS,25
1962,Jul,ST THOMAS,97
1962,Jul,STRATFORD,78
1962,Jul,STRATHROY,44
1962,Jul,STURGEON FALLS,50
1962,Jul,SUDBURY,440
1962,Jul,TERRACE BAY,12
1962,Jul,TILLSONBURG,60
1962,Jul,TIMMINS,85
1962,Jul,TISDALE,21
1962,Jul,TORONTO,2312
1962,Jul,TRENTON,84
1962,Jul,UXBRIDGE,10
1962,Jul,WALKERTON,14
1962,Jul,WELLAND,99
1962,Jul,WESTON,165
1962,Jul,WIARTON,9
1962,Jul,WICKSTEED,6
1962,Jul,WINCHESTER,52
1962,Jul,WINDSOR,483
1962,Jul,WINGHAM,18
1962,Jul,WOODSTOCK,63
1962,Jul,YORK,200
1962,Jun,AJAX,21
1962,Jun,ALLISTON,17
1962,Jun,ALMONTE,9
1962,Jun,ARNPRIOR,27
1962,Jun,ATIKOKAN,18
1962,Jun,BANCROFT,19
1962,Jun,BARRIE,93
1962,Jun,BELLEVILLE,125
1962,Jun,BLIND RIVER,25
1962,Jun,BOWMANVILLE,35
1962,Jun,BRACEBRIDGE,21
1962,Jun,BRAMPTON,84
1962,Jun,BRANTFORD,135
1962,Jun,BROCKVILLE,76
1962,Jun,BURKS FALLS,13
1962,Jun,BURLINGTON,91
1962,Jun,CAMPBELLFORD,19
1962,Jun,CARLETON PLACE,13
1962,Jun,CARNARVON,7
1962,Jun,CHAPLEAU,13
1962,Jun,CHATHAM,179
1962,Jun,CHESLEY,7
1962,Jun,CLINTON,27
1962,Jun,COBOURG,42
1962,Jun,COCHENOUR,9
1962,Jun,COCHRANE,19
1962,Jun,COLLINGWOOD,31
1962,Jun,CORNWALL,155
1962,Jun,DEEP RIVER,14
1962,Jun,DRYDEN,25
1962,Jun,DUNNVILLE,24
1962,Jun,DURHAM,6
1962,Jun,EAST YORK,417
1962,Jun,ELLIOT LAKE,18
1962,Jun,ELLIOT LAKE ID,17
1962,Jun,ENGLEHART,7
1962,Jun,ERRINGTON,17
1962,Jun,ESPANOLA,25
1962,Jun,ESQUESING,37
1962,Jun,ETOBICOKE,159
1962,Jun,EXETER,26
1962,Jun,FERGUS,30
1962,Jun,FORT ERIE,21
1962,Jun,FORT FRANCES,39
1962,Jun,FORT WILLIAM,106
1962,Jun,GALT,81
1962,Jun,GODERICH,25
1962,Jun,GRIMSBY T,12
1962,Jun,GUELPH,125
1962,Jun,HAGERSVILLE,16
1962,Jun,HAILEYBURY,32
1962,Jun,HAMILTON,668
1962,Jun,HANOVER,13
1962,Jun,HAWKESBURY,81
1962,Jun,HEARST,30
1962,Jun,HUNTSVILLE,13
1962,Jun,INGERSOLL,23
1962,Jun,IROQUOIS FALLS,19
1962,Jun,KAPUSKASING,45
1962,Jun,KENORA,42
1962,Jun,KINCARDINE,16
1962,Jun,KINGSTON,237
1962,Jun,KIRKLAND LAKE,53
1962,Jun,KITCHENER,299
1962,Jun,LEAMINGTON,44
1962,Jun,LINDSAY,50
1962,Jun,LISTOWEL,25
1962,Jun,LITTLE CURRENT,13
1962,Jun,LONDON,423
1962,Jun,MANITOUWADGE,9
1962,Jun,MARKDALE,21
1962,Jun,MATHESON,12
1962,Jun,MATTAWA,16
1962,Jun,MEAFORD,14
1962,Jun,MICHIPICOTEN,14
1962,Jun,MIDLAND,33
1962,Jun,MOOSE FACTORY,11
1962,Jun,MOUNT FOREST,7
1962,Jun,NEW LISKEARD,26
1962,Jun,NEWMARKET,121
1962,Jun,NIAGARA FALLS,109
1962,Jun,NIPIGON,13
1962,Jun,NORTH BAY,147
1962,Jun,NORTH GRIMSBY,33
1962,Jun,NORTH YORK,140
1962,Jun,OAKVILLE,127
1962,Jun,OHSWEKEN,9
1962,Jun,ORANGEVILLE,36
1962,Jun,ORILLIA,64
1962,Jun,OSHAWA,193
1962,Jun,OTTAWA,882
1962,Jun,OWEN SOUND,44
1962,Jun,OXFORD,6
1962,Jun,PALMERSTON,17
1962,Jun,PARIS,19
1962,Jun,PARRY SOUND,39
1962,Jun,PEMBROKE,116
1962,Jun,PENETANGUISHENE,23
1962,Jun,PERTH,32
1962,Jun,PETERBOROUGH,172
1962,Jun,PETROLIA,16
1962,Jun,PICTON,39
1962,Jun,PORT ARTHUR,121
1962,Jun,PORT COLBORNE,51
1962,Jun,PORT HOPE,18
1962,Jun,PORT PERRY,9
1962,Jun,RAINY RIVER,6
1962,Jun,RED LAKE,14
1962,Jun,RENFREW,33
1962,Jun,SARNIA,154
1962,Jun,SAULT STE MARIE,181
1962,Jun,SCARBOROUGH,340
1962,Jun,SEAFORTH,12
1962,Jun,SHERWOOD,11
1962,Jun,SIMCOE,82
1962,Jun,SIOUX LOOKOUT,30
1962,Jun,SMITHS FALLS,35
1962,Jun,SOUTHAMPTON,13
1962,Jun,ST CATHARINES,230
1962,Jun,ST MARYS,14
1962,Jun,ST THOMAS,65
1962,Jun,STRATFORD,67
1962,Jun,STRATHROY,32
1962,Jun,STURGEON FALLS,42
1962,Jun,SUDBURY,407
1962,Jun,TERRACE BAY,10
1962,Jun,THESSALON,8
